country,country_code_2_digit,country_code_3_digit,population,reported_date,hospital_occupancy_count,icu_occupancy_count,source
Estonia,EE,EST,1324820,2020-10-10T00:00:00.0000000,31,5,Country_API
France,FR,FRA,67012883,2020-10-10T00:00:00.0000000,7976,1456,Country_Website
Hungary,HU,HUN,9772756,2020-10-10T00:00:00.0000000,1174,110,JRC
Ireland,IE,IRL,4904240,2020-10-10T00:00:00.0000000,194,30,Country_Website
Italy,IT,ITA,60359546,2020-10-10T00:00:00.0000000,4726,390,Country_Github
Latvia,LV,LVA,1919968,2020-10-10T00:00:00.0000000,52,,Country_Website
Luxembourg,LU,LUX,613894,2020-10-10T00:00:00.0000000,34,2,Country_Website
Netherlands,NL,NLD,17282163,2020-10-10T00:00:00.0000000,,274,Other Website
Poland,PL,POL,37972812,2020-10-10T00:00:00.0000000,4725,,Country_Website
Portugal,PT,PRT,10276617,2020-10-10T00:00:00.0000000,831,122,Country_Website
Romania,RO,ROU,19414458,2020-10-10T00:00:00.0000000,,629,Country_Website
Slovakia,SK,SVK,5450421,2020-10-10T00:00:00.0000000,380,,JRC
Slovenia,SI,SVN,2080908,2020-10-10T00:00:00.0000000,149,21,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-10T00:00:00.0000000,4166,,Country_Website
Belgium,BE,BEL,11455519,2020-10-09T00:00:00.0000000,1189,212,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-09T00:00:00.0000000,1063,56,External_Github
Croatia,HR,HRV,4076246,2020-10-09T00:00:00.0000000,385,,Country_Website
Czechia,CZ,CZE,10649800,2020-10-09T00:00:00.0000000,2085,408,Country_Website
Denmark,DK,DNK,5806081,2020-10-09T00:00:00.0000000,106,18,Country_Website
Estonia,EE,EST,1324820,2020-10-09T00:00:00.0000000,30,5,Country_API
Finland,FI,FIN,5517919,2020-10-09T00:00:00.0000000,37,5,External_Github
France,FR,FRA,67012883,2020-10-09T00:00:00.0000000,7843,1439,Country_Website
Hungary,HU,HUN,9772756,2020-10-09T00:00:00.0000000,993,82,JRC
Ireland,IE,IRL,4904240,2020-10-09T00:00:00.0000000,179,31,Country_Website
Italy,IT,ITA,60359546,2020-10-09T00:00:00.0000000,4473,387,Country_Github
Latvia,LV,LVA,1919968,2020-10-09T00:00:00.0000000,47,,Country_Website
Luxembourg,LU,LUX,613894,2020-10-09T00:00:00.0000000,34,1,Country_Website
Netherlands,NL,NLD,17282163,2020-10-09T00:00:00.0000000,,274,Other Website
Norway,NO,NOR,5328212,2020-10-09T00:00:00.0000000,23,,Country_API
Poland,PL,POL,37972812,2020-10-09T00:00:00.0000000,4407,,Country_Website
Portugal,PT,PRT,10276617,2020-10-09T00:00:00.0000000,811,125,Country_Website
Romania,RO,ROU,19414458,2020-10-09T00:00:00.0000000,,613,Country_Website
Slovakia,SK,SVK,5450421,2020-10-09T00:00:00.0000000,370,,JRC
Slovenia,SI,SVN,2080908,2020-10-09T00:00:00.0000000,138,23,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-09T00:00:00.0000000,3979,,Country_Website
Belgium,BE,BEL,11455519,2020-10-08T00:00:00.0000000,1110,213,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-08T00:00:00.0000000,1033,53,External_Github
Croatia,HR,HRV,4076246,2020-10-08T00:00:00.0000000,361,,Country_Website
Czechia,CZ,CZE,10649800,2020-10-08T00:00:00.0000000,1893,412,Country_Website
Denmark,DK,DNK,5806081,2020-10-08T00:00:00.0000000,115,17,Country_Website
Estonia,EE,EST,1324820,2020-10-08T00:00:00.0000000,36,5,Country_API
France,FR,FRA,67012883,2020-10-08T00:00:00.0000000,7603,1418,Country_Website
Hungary,HU,HUN,9772756,2020-10-08T00:00:00.0000000,804,56,JRC
Ireland,IE,IRL,4904240,2020-10-08T00:00:00.0000000,159,25,Country_Website
Italy,IT,ITA,60359546,2020-10-08T00:00:00.0000000,4283,358,Country_Github
Latvia,LV,LVA,1919968,2020-10-08T00:00:00.0000000,42,,Country_Website
Luxembourg,LU,LUX,613894,2020-10-08T00:00:00.0000000,24,1,Country_Website
Netherlands,NL,NLD,17282163,2020-10-08T00:00:00.0000000,,257,Other Website
Norway,NO,NOR,5328212,2020-10-08T00:00:00.0000000,27,,Country_API
Poland,PL,POL,37972812,2020-10-08T00:00:00.0000000,4138,,Country_Website
Portugal,PT,PRT,10276617,2020-10-08T00:00:00.0000000,801,115,Country_Website
Romania,RO,ROU,19414458,2020-10-08T00:00:00.0000000,,607,Country_Website
Slovakia,SK,SVK,5450421,2020-10-08T00:00:00.0000000,352,,JRC
Slovenia,SI,SVN,2080908,2020-10-08T00:00:00.0000000,131,21,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-08T00:00:00.0000000,3904,,Country_Website
Austria,AT,AUT,8858775,2020-10-07T00:00:00.0000000,525,100,Country_Website
Belgium,BE,BEL,11455519,2020-10-07T00:00:00.0000000,1050,201,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-07T00:00:00.0000000,971,57,External_Github
Croatia,HR,HRV,4076246,2020-10-07T00:00:00.0000000,344,,Country_Website
Czechia,CZ,CZE,10649800,2020-10-07T00:00:00.0000000,1741,366,Country_Website
Denmark,DK,DNK,5806081,2020-10-07T00:00:00.0000000,116,15,Country_Website
Estonia,EE,EST,1324820,2020-10-07T00:00:00.0000000,45,5,Country_API
Finland,FI,FIN,5517919,2020-10-07T00:00:00.0000000,31,5,External_Github
France,FR,FRA,67012883,2020-10-07T00:00:00.0000000,7514,1406,Country_Website
Hungary,HU,HUN,9772756,2020-10-07T00:00:00.0000000,656,41,JRC
Ireland,IE,IRL,4904240,2020-10-07T00:00:00.0000000,156,27,Country_Website
Italy,IT,ITA,60359546,2020-10-07T00:00:00.0000000,4119,337,Country_Github
Latvia,LV,LVA,1919968,2020-10-07T00:00:00.0000000,34,,Country_Website
Luxembourg,LU,LUX,613894,2020-10-07T00:00:00.0000000,22,2,Country_Website
Netherlands,NL,NLD,17282163,2020-10-07T00:00:00.0000000,,251,Other Website
Norway,NO,NOR,5328212,2020-10-07T00:00:00.0000000,25,,Country_API
Poland,PL,POL,37972812,2020-10-07T00:00:00.0000000,4000,,Country_Website
Portugal,PT,PRT,10276617,2020-10-07T00:00:00.0000000,764,104,Country_Website
Romania,RO,ROU,19414458,2020-10-07T00:00:00.0000000,,612,Country_Website
Slovakia,SK,SVK,5450421,2020-10-07T00:00:00.0000000,340,,JRC
Slovenia,SI,SVN,2080908,2020-10-07T00:00:00.0000000,122,22,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-07T00:00:00.0000000,3729,,Country_Website
Austria,AT,AUT,8858775,2020-10-06T00:00:00.0000000,498,101,Country_Website
Belgium,BE,BEL,11455519,2020-10-06T00:00:00.0000000,952,189,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-06T00:00:00.0000000,930,59,External_Github
Croatia,HR,HRV,4076246,2020-10-06T00:00:00.0000000,334,,Country_Website
Czechia,CZ,CZE,10649800,2020-10-06T00:00:00.0000000,1563,354,Country_Website
Denmark,DK,DNK,5806081,2020-10-06T00:00:00.0000000,124,15,Country_Website
Estonia,EE,EST,1324820,2020-10-06T00:00:00.0000000,39,5,Country_API
France,FR,FRA,67012883,2020-10-06T00:00:00.0000000,7377,1417,Country_Website
Hungary,HU,HUN,9772756,2020-10-06T00:00:00.0000000,627,37,JRC
Ireland,IE,IRL,4904240,2020-10-06T00:00:00.0000000,150,24,Country_Website
Italy,IT,ITA,60359546,2020-10-06T00:00:00.0000000,3944,319,Country_Github
Latvia,LV,LVA,1919968,2020-10-06T00:00:00.0000000,32,,Country_Website
Luxembourg,LU,LUX,613894,2020-10-06T00:00:00.0000000,21,2,Country_Website
Netherlands,NL,NLD,17282163,2020-10-06T00:00:00.0000000,,238,Other Website
Norway,NO,NOR,5328212,2020-10-06T00:00:00.0000000,22,,Country_API
Poland,PL,POL,37972812,2020-10-06T00:00:00.0000000,3719,,Country_Website
Portugal,PT,PRT,10276617,2020-10-06T00:00:00.0000000,732,104,Country_Website
Romania,RO,ROU,19414458,2020-10-06T00:00:00.0000000,,608,Country_Website
Slovakia,SK,SVK,5450421,2020-10-06T00:00:00.0000000,311,,JRC
Slovenia,SI,SVN,2080908,2020-10-06T00:00:00.0000000,111,20,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-06T00:00:00.0000000,3480,,Country_Website
Austria,AT,AUT,8858775,2020-10-05T00:00:00.0000000,488,101,Country_Website
Belgium,BE,BEL,11455519,2020-10-05T00:00:00.0000000,937,195,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-05T00:00:00.0000000,917,56,External_Github
Croatia,HR,HRV,4076246,2020-10-05T00:00:00.0000000,326,,Country_Website
Czechia,CZ,CZE,10649800,2020-10-05T00:00:00.0000000,1387,326,Country_Website
Denmark,DK,DNK,5806081,2020-10-05T00:00:00.0000000,120,17,Country_Website
Estonia,EE,EST,1324820,2020-10-05T00:00:00.0000000,40,5,Country_API
Finland,FI,FIN,5517919,2020-10-05T00:00:00.0000000,28,8,External_Github
France,FR,FRA,67012883,2020-10-05T00:00:00.0000000,7276,1409,Country_Website
Hungary,HU,HUN,9772756,2020-10-05T00:00:00.0000000,649,40,JRC
Ireland,IE,IRL,4904240,2020-10-05T00:00:00.0000000,150,23,Country_Website
Italy,IT,ITA,60359546,2020-10-05T00:00:00.0000000,3810,323,Country_Github
Latvia,LV,LVA,1919968,2020-10-05T00:00:00.0000000,28,,Country_Website
Luxembourg,LU,LUX,613894,2020-10-05T00:00:00.0000000,22,1,Country_Website
Netherlands,NL,NLD,17282163,2020-10-05T00:00:00.0000000,,217,Other Website
Norway,NO,NOR,5328212,2020-10-05T00:00:00.0000000,25,,Country_API
Poland,PL,POL,37972812,2020-10-05T00:00:00.0000000,3158,,Country_Website
Portugal,PT,PRT,10276617,2020-10-05T00:00:00.0000000,701,106,Country_Website
Romania,RO,ROU,19414458,2020-10-05T00:00:00.0000000,,592,Country_Website
Slovakia,SK,SVK,5450421,2020-10-05T00:00:00.0000000,279,,JRC
Slovenia,SI,SVN,2080908,2020-10-05T00:00:00.0000000,107,21,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-05T00:00:00.0000000,3217,,Country_Website
Austria,AT,AUT,8858775,2020-10-04T00:00:00.0000000,476,103,Country_Website
Belgium,BE,BEL,11455519,2020-10-04T00:00:00.0000000,866,186,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-04T00:00:00.0000000,912,54,External_Github
Croatia,HR,HRV,4076246,2020-10-04T00:00:00.0000000,296,,Country_Website
Czechia,CZ,CZE,10649800,2020-10-04T00:00:00.0000000,1242,265,Country_Website
Denmark,DK,DNK,5806081,2020-10-04T00:00:00.0000000,105,18,Country_Website
Estonia,EE,EST,1324820,2020-10-04T00:00:00.0000000,41,4,Country_API
France,FR,FRA,67012883,2020-10-04T00:00:00.0000000,6964,1335,Country_Website
Hungary,HU,HUN,9772756,2020-10-04T00:00:00.0000000,685,42,JRC
Ireland,IE,IRL,4904240,2020-10-04T00:00:00.0000000,134,21,Country_Website
Italy,IT,ITA,60359546,2020-10-04T00:00:00.0000000,3590,303,Country_Github
Latvia,LV,LVA,1919968,2020-10-04T00:00:00.0000000,26,,Country_Website
Luxembourg,LU,LUX,613894,2020-10-04T00:00:00.0000000,21,2,Country_Website
Netherlands,NL,NLD,17282163,2020-10-04T00:00:00.0000000,,202,Other Website
Poland,PL,POL,37972812,2020-10-04T00:00:00.0000000,2977,,Country_Website
Portugal,PT,PRT,10276617,2020-10-04T00:00:00.0000000,682,105,Country_Website
Romania,RO,ROU,19414458,2020-10-04T00:00:00.0000000,,598,Country_Website
Slovakia,SK,SVK,5450421,2020-10-04T00:00:00.0000000,275,,JRC
Slovenia,SI,SVN,2080908,2020-10-04T00:00:00.0000000,101,16,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-04T00:00:00.0000000,2913,,Country_Website
Austria,AT,AUT,8858775,2020-10-03T00:00:00.0000000,494,97,Country_Website
Belgium,BE,BEL,11455519,2020-10-03T00:00:00.0000000,819,185,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-03T00:00:00.0000000,887,50,External_Github
Croatia,HR,HRV,4076246,2020-10-03T00:00:00.0000000,289,,Country_Website
Czechia,CZ,CZE,10649800,2020-10-03T00:00:00.0000000,1182,274,Country_Website
Denmark,DK,DNK,5806081,2020-10-03T00:00:00.0000000,105,17,Country_Website
Estonia,EE,EST,1324820,2020-10-03T00:00:00.0000000,41,4,Country_API
France,FR,FRA,67012883,2020-10-03T00:00:00.0000000,6740,1289,Country_Website
Hungary,HU,HUN,9772756,2020-10-03T00:00:00.0000000,704,43,JRC
Ireland,IE,IRL,4904240,2020-10-03T00:00:00.0000000,120,20,Country_Website
Italy,IT,ITA,60359546,2020-10-03T00:00:00.0000000,3502,297,Country_Github
Latvia,LV,LVA,1919968,2020-10-03T00:00:00.0000000,24,,Country_Website
Luxembourg,LU,LUX,613894,2020-10-03T00:00:00.0000000,21,2,Country_Website
Netherlands,NL,NLD,17282163,2020-10-03T00:00:00.0000000,,189,Other Website
Poland,PL,POL,37972812,2020-10-03T00:00:00.0000000,2850,,Country_Website
Portugal,PT,PRT,10276617,2020-10-03T00:00:00.0000000,668,106,Country_Website
Romania,RO,ROU,19414458,2020-10-03T00:00:00.0000000,,583,Country_Website
Slovakia,SK,SVK,5450421,2020-10-03T00:00:00.0000000,275,,JRC
Slovenia,SI,SVN,2080908,2020-10-03T00:00:00.0000000,94,15,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-03T00:00:00.0000000,2734,,Country_Website
Austria,AT,AUT,8858775,2020-10-02T00:00:00.0000000,472,100,Country_Website
Belgium,BE,BEL,11455519,2020-10-02T00:00:00.0000000,789,163,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-02T00:00:00.0000000,857,47,External_Github
Croatia,HR,HRV,4076246,2020-10-02T00:00:00.0000000,286,,Country_Website
Czechia,CZ,CZE,10649800,2020-10-02T00:00:00.0000000,1198,245,Country_Website
Denmark,DK,DNK,5806081,2020-10-02T00:00:00.0000000,106,13,Country_Website
Estonia,EE,EST,1324820,2020-10-02T00:00:00.0000000,37,2,Country_API
Finland,FI,FIN,5517919,2020-10-02T00:00:00.0000000,21,4,External_Github
France,FR,FRA,67012883,2020-10-02T00:00:00.0000000,6740,1270,Country_Website
Hungary,HU,HUN,9772756,2020-10-02T00:00:00.0000000,740,47,JRC
Ireland,IE,IRL,4904240,2020-10-02T00:00:00.0000000,117,21,Country_Website
Italy,IT,ITA,60359546,2020-10-02T00:00:00.0000000,3436,294,Country_Github
Latvia,LV,LVA,1919968,2020-10-02T00:00:00.0000000,22,,Country_Website
Luxembourg,LU,LUX,613894,2020-10-02T00:00:00.0000000,20,4,Country_Website
Netherlands,NL,NLD,17282163,2020-10-02T00:00:00.0000000,,181,Other Website
Norway,NO,NOR,5328212,2020-10-02T00:00:00.0000000,27,,Country_API
Poland,PL,POL,37972812,2020-10-02T00:00:00.0000000,2702,,Country_Website
Portugal,PT,PRT,10276617,2020-10-02T00:00:00.0000000,682,107,Country_Website
Romania,RO,ROU,19414458,2020-10-02T00:00:00.0000000,,571,Country_Website
Slovakia,SK,SVK,5450421,2020-10-02T00:00:00.0000000,251,,JRC
Slovenia,SI,SVN,2080908,2020-10-02T00:00:00.0000000,86,15,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-02T00:00:00.0000000,2593,,Country_Website
Austria,AT,AUT,8858775,2020-10-01T00:00:00.0000000,493,98,Country_Website
Belgium,BE,BEL,11455519,2020-10-01T00:00:00.0000000,771,156,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-01T00:00:00.0000000,837,44,External_Github
Croatia,HR,HRV,4076246,2020-10-01T00:00:00.0000000,297,,Country_Website
Czechia,CZ,CZE,10649800,2020-10-01T00:00:00.0000000,1134,221,Country_Website
Denmark,DK,DNK,5806081,2020-10-01T00:00:00.0000000,109,15,Country_Website
Estonia,EE,EST,1324820,2020-10-01T00:00:00.0000000,37,2,Country_API
France,FR,FRA,67012883,2020-10-01T00:00:00.0000000,6634,1259,Country_Website
Hungary,HU,HUN,9772756,2020-10-01T00:00:00.0000000,757,52,JRC
Ireland,IE,IRL,4904240,2020-10-01T00:00:00.0000000,122,20,Country_Website
Italy,IT,ITA,60359546,2020-10-01T00:00:00.0000000,3388,291,Country_Github
Latvia,LV,LVA,1919968,2020-10-01T00:00:00.0000000,21,,Country_Website
Luxembourg,LU,LUX,613894,2020-10-01T00:00:00.0000000,20,3,Country_Website
Netherlands,NL,NLD,17282163,2020-10-01T00:00:00.0000000,,181,Other Website
Norway,NO,NOR,5328212,2020-10-01T00:00:00.0000000,25,,Country_API
Poland,PL,POL,37972812,2020-10-01T00:00:00.0000000,2560,,Country_Website
Portugal,PT,PRT,10276617,2020-10-01T00:00:00.0000000,682,107,Country_Website
Romania,RO,ROU,19414458,2020-10-01T00:00:00.0000000,,557,Country_Website
Slovakia,SK,SVK,5450421,2020-10-01T00:00:00.0000000,254,,JRC
Slovenia,SI,SVN,2080908,2020-10-01T00:00:00.0000000,86,15,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-01T00:00:00.0000000,2481,,Country_Website
Austria,AT,AUT,8858775,2020-09-30T00:00:00.0000000,496,90,Country_Website
Belgium,BE,BEL,11455519,2020-09-30T00:00:00.0000000,739,157,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-30T00:00:00.0000000,814,44,External_Github
Croatia,HR,HRV,4076246,2020-09-30T00:00:00.0000000,288,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-30T00:00:00.0000000,1028,198,Country_Website
Denmark,DK,DNK,5806081,2020-09-30T00:00:00.0000000,102,15,Country_Website
Estonia,EE,EST,1324820,2020-09-30T00:00:00.0000000,37,2,Country_API
Finland,FI,FIN,5517919,2020-09-30T00:00:00.0000000,19,4,External_Github
France,FR,FRA,67012883,2020-09-30T00:00:00.0000000,6572,1232,Country_Website
Hungary,HU,HUN,9772756,2020-09-30T00:00:00.0000000,773,54,JRC
Ireland,IE,IRL,4904240,2020-09-30T00:00:00.0000000,122,22,Country_Website
Italy,IT,ITA,60359546,2020-09-30T00:00:00.0000000,3327,280,Country_Github
Latvia,LV,LVA,1919968,2020-09-30T00:00:00.0000000,19,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-30T00:00:00.0000000,30,5,Country_Website
Netherlands,NL,NLD,17282163,2020-09-30T00:00:00.0000000,,175,Other Website
Norway,NO,NOR,5328212,2020-09-30T00:00:00.0000000,28,,Country_API
Poland,PL,POL,37972812,2020-09-30T00:00:00.0000000,2481,,Country_Website
Portugal,PT,PRT,10276617,2020-09-30T00:00:00.0000000,666,105,Country_Website
Romania,RO,ROU,19414458,2020-09-30T00:00:00.0000000,,550,Country_Website
Slovakia,SK,SVK,5450421,2020-09-30T00:00:00.0000000,254,,JRC
Slovenia,SI,SVN,2080908,2020-09-30T00:00:00.0000000,86,16,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-30T00:00:00.0000000,2420,,Country_Website
Austria,AT,AUT,8858775,2020-09-29T00:00:00.0000000,491,90,Country_Website
Belgium,BE,BEL,11455519,2020-09-29T00:00:00.0000000,716,150,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-29T00:00:00.0000000,780,42,External_Github
Croatia,HR,HRV,4076246,2020-09-29T00:00:00.0000000,274,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-29T00:00:00.0000000,976,202,Country_Website
Denmark,DK,DNK,5806081,2020-09-29T00:00:00.0000000,107,15,Country_Website
Estonia,EE,EST,1324820,2020-09-29T00:00:00.0000000,35,2,Country_API
France,FR,FRA,67012883,2020-09-29T00:00:00.0000000,6482,1198,Country_Website
Hungary,HU,HUN,9772756,2020-09-29T00:00:00.0000000,755,51,JRC
Ireland,IE,IRL,4904240,2020-09-29T00:00:00.0000000,117,18,Country_Website
Italy,IT,ITA,60359546,2020-09-29T00:00:00.0000000,3319,271,Country_Github
Latvia,LV,LVA,1919968,2020-09-29T00:00:00.0000000,16,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-29T00:00:00.0000000,30,5,Country_Website
Netherlands,NL,NLD,17282163,2020-09-29T00:00:00.0000000,,171,Other Website
Norway,NO,NOR,5328212,2020-09-29T00:00:00.0000000,24,,Country_API
Poland,PL,POL,37972812,2020-09-29T00:00:00.0000000,2399,,Country_Website
Portugal,PT,PRT,10276617,2020-09-29T00:00:00.0000000,661,99,Country_Website
Romania,RO,ROU,19414458,2020-09-29T00:00:00.0000000,,551,Country_Website
Slovakia,SK,SVK,5450421,2020-09-29T00:00:00.0000000,222,,JRC
Slovenia,SI,SVN,2080908,2020-09-29T00:00:00.0000000,84,16,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-29T00:00:00.0000000,2316,,Country_Website
Austria,AT,AUT,8858775,2020-09-28T00:00:00.0000000,469,88,Country_Website
Belgium,BE,BEL,11455519,2020-09-28T00:00:00.0000000,708,140,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-28T00:00:00.0000000,794,41,External_Github
Croatia,HR,HRV,4076246,2020-09-28T00:00:00.0000000,291,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-28T00:00:00.0000000,825,187,Country_Website
Denmark,DK,DNK,5806081,2020-09-28T00:00:00.0000000,110,17,Country_Website
Estonia,EE,EST,1324820,2020-09-28T00:00:00.0000000,36,2,Country_API
Finland,FI,FIN,5517919,2020-09-28T00:00:00.0000000,22,4,External_Github
France,FR,FRA,67012883,2020-09-28T00:00:00.0000000,6397,1158,Country_Website
Hungary,HU,HUN,9772756,2020-09-28T00:00:00.0000000,693,44,JRC
Ireland,IE,IRL,4904240,2020-09-28T00:00:00.0000000,111,17,Country_Website
Italy,IT,ITA,60359546,2020-09-28T00:00:00.0000000,3241,264,Country_Github
Latvia,LV,LVA,1919968,2020-09-28T00:00:00.0000000,11,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-28T00:00:00.0000000,34,4,Country_Website
Netherlands,NL,NLD,17282163,2020-09-28T00:00:00.0000000,,163,Other Website
Norway,NO,NOR,5328212,2020-09-28T00:00:00.0000000,21,,Country_API
Poland,PL,POL,37972812,2020-09-28T00:00:00.0000000,2305,,Country_Website
Portugal,PT,PRT,10276617,2020-09-28T00:00:00.0000000,659,98,Country_Website
Romania,RO,ROU,19414458,2020-09-28T00:00:00.0000000,,557,Country_Website
Slovakia,SK,SVK,5450421,2020-09-28T00:00:00.0000000,197,,JRC
Slovenia,SI,SVN,2080908,2020-09-28T00:00:00.0000000,79,16,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-28T00:00:00.0000000,2298,,Country_Website
Austria,AT,AUT,8858775,2020-09-27T00:00:00.0000000,446,84,Country_Website
Belgium,BE,BEL,11455519,2020-09-27T00:00:00.0000000,654,135,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-27T00:00:00.0000000,791,36,External_Github
Croatia,HR,HRV,4076246,2020-09-27T00:00:00.0000000,280,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-27T00:00:00.0000000,820,187,Country_Website
Denmark,DK,DNK,5806081,2020-09-27T00:00:00.0000000,95,17,Country_Website
Estonia,EE,EST,1324820,2020-09-27T00:00:00.0000000,32,1,Country_API
France,FR,FRA,67012883,2020-09-27T00:00:00.0000000,6235,1112,Country_Website
Hungary,HU,HUN,9772756,2020-09-27T00:00:00.0000000,620,38,JRC
Ireland,IE,IRL,4904240,2020-09-27T00:00:00.0000000,108,17,Country_Website
Italy,IT,ITA,60359546,2020-09-27T00:00:00.0000000,3100,254,Country_Github
Latvia,LV,LVA,1919968,2020-09-27T00:00:00.0000000,7,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-27T00:00:00.0000000,36,3,Country_Website
Netherlands,NL,NLD,17282163,2020-09-27T00:00:00.0000000,,155,Other Website
Poland,PL,POL,37972812,2020-09-27T00:00:00.0000000,2223,,Country_Website
Portugal,PT,PRT,10276617,2020-09-27T00:00:00.0000000,635,89,Country_Website
Romania,RO,ROU,19414458,2020-09-27T00:00:00.0000000,,535,Country_Website
Slovakia,SK,SVK,5450421,2020-09-27T00:00:00.0000000,199,,JRC
Slovenia,SI,SVN,2080908,2020-09-27T00:00:00.0000000,80,17,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-27T00:00:00.0000000,2088,,Country_Website
Austria,AT,AUT,8858775,2020-09-26T00:00:00.0000000,423,80,Country_Website
Belgium,BE,BEL,11455519,2020-09-26T00:00:00.0000000,626,120,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-26T00:00:00.0000000,782,36,External_Github
Croatia,HR,HRV,4076246,2020-09-26T00:00:00.0000000,271,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-26T00:00:00.0000000,802,181,Country_Website
Denmark,DK,DNK,5806081,2020-09-26T00:00:00.0000000,97,17,Country_Website
Estonia,EE,EST,1324820,2020-09-26T00:00:00.0000000,30,1,Country_API
France,FR,FRA,67012883,2020-09-26T00:00:00.0000000,6154,1105,Country_Website
Hungary,HU,HUN,9772756,2020-09-26T00:00:00.0000000,589,36,JRC
Ireland,IE,IRL,4904240,2020-09-26T00:00:00.0000000,102,18,Country_Website
Italy,IT,ITA,60359546,2020-09-26T00:00:00.0000000,2993,247,Country_Github
Latvia,LV,LVA,1919968,2020-09-26T00:00:00.0000000,5,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-26T00:00:00.0000000,30,3,Country_Website
Netherlands,NL,NLD,17282163,2020-09-26T00:00:00.0000000,,143,Other Website
Poland,PL,POL,37972812,2020-09-26T00:00:00.0000000,2134,,Country_Website
