country,country_code_2_digit,country_code_3_digit,population,reported_date,hospital_occupancy_count,icu_occupancy_count,source
Hungary,HU,HUN,9772756,2020-06-25T00:00:00.0000000,182,13,JRC
Iceland,IS,ISL,356991,2020-06-25T00:00:00.0000000,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-25T00:00:00.0000000,30,12,Country_Website
Italy,IT,ITA,60359546,2020-06-25T00:00:00.0000000,1618,103,Country_Github
Latvia,LV,LVA,1919968,2020-06-25T00:00:00.0000000,8,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-25T00:00:00.0000000,13,1,Country_Website
Malta,MT,MLT,493559,2020-06-25T00:00:00.0000000,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-06-25T00:00:00.0000000,,56,Other Website
Norway,NO,NOR,5328212,2020-06-25T00:00:00.0000000,18,,Country_API
Poland,PL,POL,37972812,2020-06-25T00:00:00.0000000,1974,,Surveillance
Portugal,PT,PRT,10276617,2020-06-25T00:00:00.0000000,436,67,Country_Website
Romania,RO,ROU,19414458,2020-06-25T00:00:00.0000000,,199,Country_Website
Slovakia,SK,SVK,5450421,2020-06-25T00:00:00.0000000,20,,JRC
Slovenia,SI,SVN,2080908,2020-06-25T00:00:00.0000000,7,2,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-25T00:00:00.0000000,3589,,Country_Website
Austria,AT,AUT,8858775,2020-06-24T00:00:00.0000000,70,11,Country_Website
Belgium,BE,BEL,11455519,2020-06-24T00:00:00.0000000,268,40,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-24T00:00:00.0000000,362,13,External_Github
Croatia,HR,HRV,4076246,2020-06-24T00:00:00.0000000,18,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-24T00:00:00.0000000,78,13,Country_Website
Denmark,DK,DNK,5806081,2020-06-24T00:00:00.0000000,33,8,Country_Website
Estonia,EE,EST,1324820,2020-06-24T00:00:00.0000000,7,2,Country_API
Finland,FI,FIN,5517919,2020-06-24T00:00:00.0000000,22,2,External_Github
France,FR,FRA,67012883,2020-06-24T00:00:00.0000000,9254,630,Country_Website
Hungary,HU,HUN,9772756,2020-06-24T00:00:00.0000000,183,13,JRC
Iceland,IS,ISL,356991,2020-06-24T00:00:00.0000000,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-24T00:00:00.0000000,37,9,Country_Website
Italy,IT,ITA,60359546,2020-06-24T00:00:00.0000000,1717,107,Country_Github
Latvia,LV,LVA,1919968,2020-06-24T00:00:00.0000000,8,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-24T00:00:00.0000000,13,0,Country_Website
Malta,MT,MLT,493559,2020-06-24T00:00:00.0000000,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-06-24T00:00:00.0000000,,56,Other Website
Norway,NO,NOR,5328212,2020-06-24T00:00:00.0000000,16,,Country_API
Poland,PL,POL,37972812,2020-06-24T00:00:00.0000000,1965,,Surveillance
Portugal,PT,PRT,10276617,2020-06-24T00:00:00.0000000,429,73,Country_Website
Romania,RO,ROU,19414458,2020-06-24T00:00:00.0000000,,186,Country_Website
Slovakia,SK,SVK,5450421,2020-06-24T00:00:00.0000000,19,,JRC
Slovenia,SI,SVN,2080908,2020-06-24T00:00:00.0000000,7,2,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-24T00:00:00.0000000,3737,,Country_Website
Austria,AT,AUT,8858775,2020-06-23T00:00:00.0000000,68,11,Country_Website
Belgium,BE,BEL,11455519,2020-06-23T00:00:00.0000000,281,41,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-23T00:00:00.0000000,341,11,External_Github
Croatia,HR,HRV,4076246,2020-06-23T00:00:00.0000000,16,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-23T00:00:00.0000000,76,9,Country_Website
Denmark,DK,DNK,5806081,2020-06-23T00:00:00.0000000,32,8,Country_Website
Estonia,EE,EST,1324820,2020-06-23T00:00:00.0000000,6,1,Country_API
France,FR,FRA,67012883,2020-06-23T00:00:00.0000000,9446,654,Country_Website
Hungary,HU,HUN,9772756,2020-06-23T00:00:00.0000000,183,14,JRC
Iceland,IS,ISL,356991,2020-06-23T00:00:00.0000000,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-23T00:00:00.0000000,40,11,Country_Website
Italy,IT,ITA,60359546,2020-06-23T00:00:00.0000000,1968,115,Country_Github
Latvia,LV,LVA,1919968,2020-06-23T00:00:00.0000000,9,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-23T00:00:00.0000000,11,0,Country_Website
Malta,MT,MLT,493559,2020-06-23T00:00:00.0000000,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-06-23T00:00:00.0000000,,60,Other Website
Norway,NO,NOR,5328212,2020-06-23T00:00:00.0000000,12,,Country_API
Poland,PL,POL,37972812,2020-06-23T00:00:00.0000000,1936,,Surveillance
Portugal,PT,PRT,10276617,2020-06-23T00:00:00.0000000,441,72,Country_Website
Romania,RO,ROU,19414458,2020-06-23T00:00:00.0000000,,200,Country_Website
Slovakia,SK,SVK,5450421,2020-06-23T00:00:00.0000000,18,,JRC
Slovenia,SI,SVN,2080908,2020-06-23T00:00:00.0000000,5,1,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-23T00:00:00.0000000,3846,,Country_Website
Belgium,BE,BEL,11455519,2020-06-22T00:00:00.0000000,293,42,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-22T00:00:00.0000000,322,13,External_Github
Croatia,HR,HRV,4076246,2020-06-22T00:00:00.0000000,9,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-22T00:00:00.0000000,75,9,Country_Website
Denmark,DK,DNK,5806081,2020-06-22T00:00:00.0000000,37,7,Country_Website
Estonia,EE,EST,1324820,2020-06-22T00:00:00.0000000,6,1,Country_API
Finland,FI,FIN,5517919,2020-06-22T00:00:00.0000000,21,2,External_Github
France,FR,FRA,67012883,2020-06-22T00:00:00.0000000,9648,673,Country_Website
Iceland,IS,ISL,356991,2020-06-22T00:00:00.0000000,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-22T00:00:00.0000000,43,16,Country_Website
Italy,IT,ITA,60359546,2020-06-22T00:00:00.0000000,2165,127,Country_Github
Latvia,LV,LVA,1919968,2020-06-22T00:00:00.0000000,9,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-22T00:00:00.0000000,15,1,Country_Website
Malta,MT,MLT,493559,2020-06-22T00:00:00.0000000,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-06-22T00:00:00.0000000,,67,Other Website
Norway,NO,NOR,5328212,2020-06-22T00:00:00.0000000,13,,Country_API
Poland,PL,POL,37972812,2020-06-22T00:00:00.0000000,1899,,Surveillance
Portugal,PT,PRT,10276617,2020-06-22T00:00:00.0000000,424,72,Country_Website
Romania,RO,ROU,19414458,2020-06-22T00:00:00.0000000,,195,Country_Website
Slovakia,SK,SVK,5450421,2020-06-22T00:00:00.0000000,19,,JRC
Slovenia,SI,SVN,2080908,2020-06-22T00:00:00.0000000,6,1,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-22T00:00:00.0000000,3965,,Country_Website
Belgium,BE,BEL,11455519,2020-06-21T00:00:00.0000000,295,50,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-21T00:00:00.0000000,322,13,External_Github
Croatia,HR,HRV,4076246,2020-06-21T00:00:00.0000000,9,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-21T00:00:00.0000000,74,9,Country_Website
Denmark,DK,DNK,5806081,2020-06-21T00:00:00.0000000,38,6,Country_Website
Estonia,EE,EST,1324820,2020-06-21T00:00:00.0000000,6,1,Country_API
France,FR,FRA,67012883,2020-06-21T00:00:00.0000000,9778,687,Country_Website
Hungary,HU,HUN,9772756,2020-06-21T00:00:00.0000000,185,15,JRC
Iceland,IS,ISL,356991,2020-06-21T00:00:00.0000000,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-21T00:00:00.0000000,41,16,Country_Website
Italy,IT,ITA,60359546,2020-06-21T00:00:00.0000000,2462,148,Country_Github
Latvia,LV,LVA,1919968,2020-06-21T00:00:00.0000000,9,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-21T00:00:00.0000000,16,2,Country_Website
Malta,MT,MLT,493559,2020-06-21T00:00:00.0000000,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-06-21T00:00:00.0000000,,65,Other Website
Poland,PL,POL,37972812,2020-06-21T00:00:00.0000000,1877,,Surveillance
Portugal,PT,PRT,10276617,2020-06-21T00:00:00.0000000,407,69,Country_Website
Romania,RO,ROU,19414458,2020-06-21T00:00:00.0000000,,195,Country_Website
Slovakia,SK,SVK,5450421,2020-06-21T00:00:00.0000000,19,,JRC
Slovenia,SI,SVN,2080908,2020-06-21T00:00:00.0000000,6,1,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-21T00:00:00.0000000,3902,,Country_Website
Belgium,BE,BEL,11455519,2020-06-20T00:00:00.0000000,292,53,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-20T00:00:00.0000000,314,17,External_Github
Croatia,HR,HRV,4076246,2020-06-20T00:00:00.0000000,8,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-20T00:00:00.0000000,80,9,Country_Website
Denmark,DK,DNK,5806081,2020-06-20T00:00:00.0000000,39,6,Country_Website
Estonia,EE,EST,1324820,2020-06-20T00:00:00.0000000,8,1,Country_API
France,FR,FRA,67012883,2020-06-20T00:00:00.0000000,9792,687,Country_Website
Hungary,HU,HUN,9772756,2020-06-20T00:00:00.0000000,186,15,JRC
Iceland,IS,ISL,356991,2020-06-20T00:00:00.0000000,4,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-20T00:00:00.0000000,41,17,Country_Website
Italy,IT,ITA,60359546,2020-06-20T00:00:00.0000000,2626,152,Country_Github
Latvia,LV,LVA,1919968,2020-06-20T00:00:00.0000000,9,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-20T00:00:00.0000000,13,1,Country_Website
Netherlands,NL,NLD,17282163,2020-06-20T00:00:00.0000000,,69,Other Website
Poland,PL,POL,37972812,2020-06-20T00:00:00.0000000,1931,,Surveillance
Portugal,PT,PRT,10276617,2020-06-20T00:00:00.0000000,422,70,Country_Website
Romania,RO,ROU,19414458,2020-06-20T00:00:00.0000000,,190,Country_Website
Slovakia,SK,SVK,5450421,2020-06-20T00:00:00.0000000,20,,JRC
Slovenia,SI,SVN,2080908,2020-06-20T00:00:00.0000000,6,1,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-20T00:00:00.0000000,3930,,Country_Website
Belgium,BE,BEL,11455519,2020-06-19T00:00:00.0000000,308,50,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-19T00:00:00.0000000,289,13,External_Github
Croatia,HR,HRV,4076246,2020-06-19T00:00:00.0000000,8,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-19T00:00:00.0000000,82,8,Country_Website
Denmark,DK,DNK,5806081,2020-06-19T00:00:00.0000000,37,6,Country_Website
Estonia,EE,EST,1324820,2020-06-19T00:00:00.0000000,8,1,Country_API
France,FR,FRA,67012883,2020-06-19T00:00:00.0000000,9925,699,Country_Website
Hungary,HU,HUN,9772756,2020-06-19T00:00:00.0000000,192,15,JRC
Iceland,IS,ISL,356991,2020-06-19T00:00:00.0000000,5,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-19T00:00:00.0000000,44,16,Country_Website
Italy,IT,ITA,60359546,2020-06-19T00:00:00.0000000,2793,161,Country_Github
Latvia,LV,LVA,1919968,2020-06-19T00:00:00.0000000,7,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-19T00:00:00.0000000,12,1,Country_Website
Netherlands,NL,NLD,17282163,2020-06-19T00:00:00.0000000,,71,Other Website
Norway,NO,NOR,5328212,2020-06-19T00:00:00.0000000,17,,Country_API
Poland,PL,POL,37972812,2020-06-19T00:00:00.0000000,1886,,Surveillance
Portugal,PT,PRT,10276617,2020-06-19T00:00:00.0000000,422,67,Country_Website
Romania,RO,ROU,19414458,2020-06-19T00:00:00.0000000,,184,Country_Website
Slovakia,SK,SVK,5450421,2020-06-19T00:00:00.0000000,20,,JRC
Slovenia,SI,SVN,2080908,2020-06-19T00:00:00.0000000,8,1,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-19T00:00:00.0000000,4082,,Country_Website
Belgium,BE,BEL,11455519,2020-06-18T00:00:00.0000000,340,52,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-18T00:00:00.0000000,276,12,External_Github
Croatia,HR,HRV,4076246,2020-06-18T00:00:00.0000000,9,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-18T00:00:00.0000000,83,10,Country_Website
Denmark,DK,DNK,5806081,2020-06-18T00:00:00.0000000,38,6,Country_Website
Estonia,EE,EST,1324820,2020-06-18T00:00:00.0000000,10,1,Country_API
France,FR,FRA,67012883,2020-06-18T00:00:00.0000000,10080,724,Country_Website
Hungary,HU,HUN,9772756,2020-06-18T00:00:00.0000000,199,15,JRC
Iceland,IS,ISL,356991,2020-06-18T00:00:00.0000000,4,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-18T00:00:00.0000000,48,21,Country_Website
Italy,IT,ITA,60359546,2020-06-18T00:00:00.0000000,3035,168,Country_Github
Latvia,LV,LVA,1919968,2020-06-18T00:00:00.0000000,6,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-18T00:00:00.0000000,14,2,Country_Website
Netherlands,NL,NLD,17282163,2020-06-18T00:00:00.0000000,,76,Other Website
Norway,NO,NOR,5328212,2020-06-18T00:00:00.0000000,19,,Country_API
Poland,PL,POL,37972812,2020-06-18T00:00:00.0000000,1849,,Surveillance
Portugal,PT,PRT,10276617,2020-06-18T00:00:00.0000000,416,67,Country_Website
Romania,RO,ROU,19414458,2020-06-18T00:00:00.0000000,,178,Country_Website
Slovakia,SK,SVK,5450421,2020-06-18T00:00:00.0000000,20,,JRC
Slovenia,SI,SVN,2080908,2020-06-18T00:00:00.0000000,6,1,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-18T00:00:00.0000000,4219,,Country_Website
Austria,AT,AUT,8858775,2020-06-17T00:00:00.0000000,71,11,Country_Website
Belgium,BE,BEL,11455519,2020-06-17T00:00:00.0000000,344,60,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-17T00:00:00.0000000,267,13,External_Github
Croatia,HR,HRV,4076246,2020-06-17T00:00:00.0000000,5,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-17T00:00:00.0000000,82,8,Country_Website
Denmark,DK,DNK,5806081,2020-06-17T00:00:00.0000000,39,6,Country_Website
Estonia,EE,EST,1324820,2020-06-17T00:00:00.0000000,13,1,Country_API
Finland,FI,FIN,5517919,2020-06-17T00:00:00.0000000,26,2,External_Github
France,FR,FRA,67012883,2020-06-17T00:00:00.0000000,10222,744,Country_Website
Hungary,HU,HUN,9772756,2020-06-17T00:00:00.0000000,210,16,JRC
Iceland,IS,ISL,356991,2020-06-17T00:00:00.0000000,4,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-17T00:00:00.0000000,60,21,Country_Website
Italy,IT,ITA,60359546,2020-06-17T00:00:00.0000000,3276,163,Country_Github
Latvia,LV,LVA,1919968,2020-06-17T00:00:00.0000000,6,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-17T00:00:00.0000000,12,2,Country_Website
Malta,MT,MLT,493559,2020-06-17T00:00:00.0000000,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-06-17T00:00:00.0000000,,83,Other Website
Norway,NO,NOR,5328212,2020-06-17T00:00:00.0000000,18,,Country_API
Poland,PL,POL,37972812,2020-06-17T00:00:00.0000000,1693,,Surveillance
Portugal,PT,PRT,10276617,2020-06-17T00:00:00.0000000,435,69,Country_Website
Romania,RO,ROU,19414458,2020-06-17T00:00:00.0000000,,161,Country_Website
Slovakia,SK,SVK,5450421,2020-06-17T00:00:00.0000000,18,,JRC
Slovenia,SI,SVN,2080908,2020-06-17T00:00:00.0000000,7,1,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-17T00:00:00.0000000,4348,,Country_Website
Austria,AT,AUT,8858775,2020-06-16T00:00:00.0000000,78,12,Country_Website
Belgium,BE,BEL,11455519,2020-06-16T00:00:00.0000000,371,67,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-16T00:00:00.0000000,253,14,External_Github
Croatia,HR,HRV,4076246,2020-06-16T00:00:00.0000000,4,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-16T00:00:00.0000000,78,8,Country_Website
Denmark,DK,DNK,5806081,2020-06-16T00:00:00.0000000,43,8,Country_Website
Estonia,EE,EST,1324820,2020-06-16T00:00:00.0000000,12,1,Country_API
Finland,FI,FIN,5517919,2020-06-16T00:00:00.0000000,22,2,External_Github
France,FR,FRA,67012883,2020-06-16T00:00:00.0000000,10490,792,Country_Website
Hungary,HU,HUN,9772756,2020-06-16T00:00:00.0000000,255,17,JRC
Iceland,IS,ISL,356991,2020-06-16T00:00:00.0000000,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-16T00:00:00.0000000,69,20,Country_Website
Italy,IT,ITA,60359546,2020-06-16T00:00:00.0000000,3478,177,Country_Github
Latvia,LV,LVA,1919968,2020-06-16T00:00:00.0000000,8,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-16T00:00:00.0000000,15,1,Country_Website
Netherlands,NL,NLD,17282163,2020-06-16T00:00:00.0000000,,91,Other Website
Norway,NO,NOR,5328212,2020-06-16T00:00:00.0000000,18,,Country_API
Poland,PL,POL,37972812,2020-06-16T00:00:00.0000000,1806,,Surveillance
Portugal,PT,PRT,10276617,2020-06-16T00:00:00.0000000,423,71,Country_Website
Romania,RO,ROU,19414458,2020-06-16T00:00:00.0000000,,173,Country_Website
Slovakia,SK,SVK,5450421,2020-06-16T00:00:00.0000000,0,,JRC
Slovenia,SI,SVN,2080908,2020-06-16T00:00:00.0000000,7,1,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-16T00:00:00.0000000,4488,,Country_Website
Austria,AT,AUT,8858775,2020-06-15T00:00:00.0000000,79,15,Country_Website
Belgium,BE,BEL,11455519,2020-06-15T00:00:00.0000000,393,75,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-15T00:00:00.0000000,244,15,External_Github
Croatia,HR,HRV,4076246,2020-06-15T00:00:00.0000000,7,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-15T00:00:00.0000000,77,9,Country_Website
Denmark,DK,DNK,5806081,2020-06-15T00:00:00.0000000,46,9,Country_Website
Estonia,EE,EST,1324820,2020-06-15T00:00:00.0000000,14,1,Country_API
Finland,FI,FIN,5517919,2020-06-15T00:00:00.0000000,22,3,External_Github
France,FR,FRA,67012883,2020-06-15T00:00:00.0000000,10707,818,Country_Website
Hungary,HU,HUN,9772756,2020-06-15T00:00:00.0000000,275,19,JRC
Iceland,IS,ISL,356991,2020-06-15T00:00:00.0000000,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-15T00:00:00.0000000,78,24,Country_Website
Italy,IT,ITA,60359546,2020-06-15T00:00:00.0000000,3696,207,Country_Github
Latvia,LV,LVA,1919968,2020-06-15T00:00:00.0000000,7,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-15T00:00:00.0000000,15,2,Country_Website
Netherlands,NL,NLD,17282163,2020-06-15T00:00:00.0000000,,100,Other Website
Norway,NO,NOR,5328212,2020-06-15T00:00:00.0000000,18,,Country_API
Poland,PL,POL,37972812,2020-06-15T00:00:00.0000000,1736,,Surveillance
Portugal,PT,PRT,10276617,2020-06-15T00:00:00.0000000,431,73,Country_Website
Romania,RO,ROU,19414458,2020-06-15T00:00:00.0000000,,175,Country_Website
Slovakia,SK,SVK,5450421,2020-06-15T00:00:00.0000000,24,,JRC
Slovenia,SI,SVN,2080908,2020-06-15T00:00:00.0000000,7,1,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-15T00:00:00.0000000,4487,,Country_Website
Austria,AT,AUT,8858775,2020-06-14T00:00:00.0000000,69,12,Country_Website
Belgium,BE,BEL,11455519,2020-06-14T00:00:00.0000000,400,85,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-14T00:00:00.0000000,247,16,External_Github
Croatia,HR,HRV,4076246,2020-06-14T00:00:00.0000000,7,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-14T00:00:00.0000000,68,10,Country_Website
Denmark,DK,DNK,5806081,2020-06-14T00:00:00.0000000,49,9,Country_Website
Estonia,EE,EST,1324820,2020-06-14T00:00:00.0000000,15,1,Country_API
Finland,FI,FIN,5517919,2020-06-14T00:00:00.0000000,26,1,External_Github
France,FR,FRA,67012883,2020-06-14T00:00:00.0000000,10836,841,Country_Website
Hungary,HU,HUN,9772756,2020-06-14T00:00:00.0000000,275,20,JRC
Iceland,IS,ISL,356991,2020-06-14T00:00:00.0000000,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-14T00:00:00.0000000,81,27,Country_Website
Italy,IT,ITA,60359546,2020-06-14T00:00:00.0000000,3803,209,Country_Github
Latvia,LV,LVA,1919968,2020-06-14T00:00:00.0000000,7,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-14T00:00:00.0000000,11,1,Country_Website
Netherlands,NL,NLD,17282163,2020-06-14T00:00:00.0000000,,101,Other Website
Poland,PL,POL,37972812,2020-06-14T00:00:00.0000000,1748,,Surveillance
Portugal,PT,PRT,10276617,2020-06-14T00:00:00.0000000,419,73,Country_Website
Romania,RO,ROU,19414458,2020-06-14T00:00:00.0000000,,165,Country_Website
Slovakia,SK,SVK,5450421,2020-06-14T00:00:00.0000000,24,,JRC
Slovenia,SI,SVN,2080908,2020-06-14T00:00:00.0000000,6,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-14T00:00:00.0000000,4517,,Country_Website
Austria,AT,AUT,8858775,2020-06-13T00:00:00.0000000,72,10,Country_Website
Belgium,BE,BEL,11455519,2020-06-13T00:00:00.0000000,395,82,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-13T00:00:00.0000000,215,15,External_Github
Croatia,HR,HRV,4076246,2020-06-13T00:00:00.0000000,6,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-13T00:00:00.0000000,67,12,Country_Website
Denmark,DK,DNK,5806081,2020-06-13T00:00:00.0000000,9,9,Country_Website
Estonia,EE,EST,1324820,2020-06-13T00:00:00.0000000,15,1,Country_API
Finland,FI,FIN,5517919,2020-06-13T00:00:00.0000000,26,2,External_Github
France,FR,FRA,67012883,2020-06-13T00:00:00.0000000,10864,843,Country_Website
Hungary,HU,HUN,9772756,2020-06-13T00:00:00.0000000,283,20,JRC
Iceland,IS,ISL,356991,2020-06-13T00:00:00.0000000,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-13T00:00:00.0000000,76,,Country_Website
Italy,IT,ITA,60359546,2020-06-13T00:00:00.0000000,3967,220,Country_Github
Latvia,LV,LVA,1919968,2020-06-13T00:00:00.0000000,7,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-13T00:00:00.0000000,13,1,Country_Website
Netherlands,NL,NLD,17282163,2020-06-13T00:00:00.0000000,,102,Other Website
Norway,NO,NOR,5328212,2020-06-13T00:00:00.0000000,18,,Surveillance
Poland,PL,POL,37972812,2020-06-13T00:00:00.0000000,1711,,Surveillance
Portugal,PT,PRT,10276617,2020-06-13T00:00:00.0000000,428,77,Country_Website
Romania,RO,ROU,19414458,2020-06-13T00:00:00.0000000,,171,Country_Website
Slovakia,SK,SVK,5450421,2020-06-13T00:00:00.0000000,24,,JRC
Slovenia,SI,SVN,2080908,2020-06-13T00:00:00.0000000,6,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-13T00:00:00.0000000,4518,,Country_Website
Austria,AT,AUT,8858775,2020-06-12T00:00:00.0000000,69,9,Country_Website
Belgium,BE,BEL,11455519,2020-06-12T00:00:00.0000000,425,88,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-12T00:00:00.0000000,204,15,External_Github
Croatia,HR,HRV,4076246,2020-06-12T00:00:00.0000000,6,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-12T00:00:00.0000000,68,11,Country_Website
Denmark,DK,DNK,5806081,2020-06-12T00:00:00.0000000,12,12,Country_Website
Estonia,EE,EST,1324820,2020-06-12T00:00:00.0000000,15,0,Country_API
Finland,FI,FIN,5517919,2020-06-12T00:00:00.0000000,23,3,External_Github
France,FR,FRA,67012883,2020-06-12T00:00:00.0000000,11079,851,Country_Website
Hungary,HU,HUN,9772756,2020-06-12T00:00:00.0000000,290,20,JRC
Iceland,IS,ISL,356991,2020-06-12T00:00:00.0000000,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-12T00:00:00.0000000,79,27,Country_Website
Italy,IT,ITA,60359546,2020-06-12T00:00:00.0000000,4120,227,Country_Github
Latvia,LV,LVA,1919968,2020-06-12T00:00:00.0000000,10,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-12T00:00:00.0000000,16,0,Country_Website
Malta,MT,MLT,493559,2020-06-12T00:00:00.0000000,,2,Surveillance
Netherlands,NL,NLD,17282163,2020-06-12T00:00:00.0000000,,104,Other Website
Norway,NO,NOR,5328212,2020-06-12T00:00:00.0000000,16,,Country_API
Poland,PL,POL,37972812,2020-06-12T00:00:00.0000000,1629,,Surveillance
Portugal,PT,PRT,10276617,2020-06-12T00:00:00.0000000,440,73,Country_Website
Romania,RO,ROU,19414458,2020-06-12T00:00:00.0000000,,171,Country_Website
Slovakia,SK,SVK,5450421,2020-06-12T00:00:00.0000000,24,,JRC
Slovenia,SI,SVN,2080908,2020-06-12T00:00:00.0000000,6,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-12T00:00:00.0000000,4659,,Country_Website
Austria,AT,AUT,8858775,2020-06-11T00:00:00.0000000,81,14,Country_Website
Belgium,BE,BEL,11455519,2020-06-11T00:00:00.0000000,479,89,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-11T00:00:00.0000000,187,17,External_Github
Croatia,HR,HRV,4076246,2020-06-11T00:00:00.0000000,7,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-11T00:00:00.0000000,63,12,Country_Website
Denmark,DK,DNK,5806081,2020-06-11T00:00:00.0000000,13,13,Country_Website
Estonia,EE,EST,1324820,2020-06-11T00:00:00.0000000,15,0,Country_API
Finland,FI,FIN,5517919,2020-06-11T00:00:00.0000000,25,4,External_Github
France,FR,FRA,67012883,2020-06-11T00:00:00.0000000,11420,875,Country_Website
Hungary,HU,HUN,9772756,2020-06-11T00:00:00.0000000,321,19,JRC
Iceland,IS,ISL,356991,2020-06-11T00:00:00.0000000,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-11T00:00:00.0000000,89,27,Country_Website
Italy,IT,ITA,60359546,2020-06-11T00:00:00.0000000,4367,236,Country_Github
Latvia,LV,LVA,1919968,2020-06-11T00:00:00.0000000,11,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-11T00:00:00.0000000,15,0,Country_Website
Netherlands,NL,NLD,17282163,2020-06-11T00:00:00.0000000,,107,Other Website
Norway,NO,NOR,5328212,2020-06-11T00:00:00.0000000,16,,Country_API
Portugal,PT,PRT,10276617,2020-06-11T00:00:00.0000000,415,70,Country_Website
Romania,RO,ROU,19414458,2020-06-11T00:00:00.0000000,,153,Country_Website
Slovakia,SK,SVK,5450421,2020-06-11T00:00:00.0000000,28,,JRC
Slovenia,SI,SVN,2080908,2020-06-11T00:00:00.0000000,6,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-11T00:00:00.0000000,4728,,Country_Website
Austria,AT,AUT,8858775,2020-06-10T00:00:00.0000000,80,17,Country_Website
